"tag_key","tag_value","language","label"
"denomination","adventist","nb","syvendedagsadventister"
"denomination","adventist","nl","zevendedagsadventisten"
"denomination","adventist","pl","kościół adwentystów dnia siódmego"
"denomination","adventist","pt","igreja adventista do sétimo dia"
"denomination","adventist","pt-br","igreja adventista do sétimo dia"
"denomination","adventist","ro","biserica adventistă de ziua a șaptea"
"denomination","adventist","ru","церковь адвентистов седьмого дня"
"denomination","adventist","sk","adventisti siedmeho dňa"
"denomination","adventist","sl","krščanska adventistična cerkev"
"denomination","adventist","sv","sjundedagsadventisterna"
"denomination","adventist","ta","ஏழாம் நாள் வருகை சபை"
"denomination","adventist","th","เซเวนต์เดย์แอดเวนทิสต์"
"denomination","adventist","tr","yedinci gün adventist kilisesi"
"denomination","adventist","uk","церква адвентистів сьомого дня"
"denomination","adventist","vi","giáo hội cơ đốc phục lâm"
"denomination","adventist","zh","基督復臨安息日會"
"denomination","adventist","zh-cn","基督复临安息日会"
"denomination","adventist","zh-hk","基督復臨安息日會"
"denomination","adventist","zh-tw","基督復臨安息日會"
"denomination","ahmadiyya","ar","أحمدية"
"denomination","ahmadiyya","ca","ahmadia"
"denomination","ahmadiyya","cs","ahmadíja"
"denomination","ahmadiyya","da","ahmadiyya"
"denomination","ahmadiyya","de","ahmadiyya"
"denomination","ahmadiyya","el","αχμαντίγια"
"denomination","ahmadiyya","en","ahmadiyya"
"denomination","ahmadiyya","en-gb","ahmadiyya"
"denomination","ahmadiyya","es","comunidad ahmadía"
"denomination","ahmadiyya","fa","احمدیه"
"denomination","ahmadiyya","fi","ahmadiyya"
"denomination","ahmadiyya","fr","ahmadisme"
"denomination","ahmadiyya","he","אחמדים"
"denomination","ahmadiyya","hi","अहमदिया धर्म"
"denomination","ahmadiyya","hr","ahmedije"
"denomination","ahmadiyya","hu","ahmadijja"
"denomination","ahmadiyya","id","ahmadiyyah"
"denomination","ahmadiyya","it","ahmadiyya"
"denomination","ahmadiyya","ja","アフマディーヤ"
"denomination","ahmadiyya","ko","아흐마드파"
"denomination","ahmadiyya","lv","ahmadiji"
"denomination","ahmadiyya","ml","അഹമദിയ്യ പ്രസ്ഥാനം"
"denomination","ahmadiyya","mr","अहमदिया"
"denomination","ahmadiyya","ms","ahmadiyyah"
"denomination","ahmadiyya","nb","ahmadiyya"
"denomination","ahmadiyya","nl","ahmadiyya"
"denomination","ahmadiyya","pl","ahmadijja"
"denomination","ahmadiyya","pt","comunidade ahmadi"
"denomination","ahmadiyya","ro","ahmadiyya"
"denomination","ahmadiyya","ru","ахмадие"
"denomination","ahmadiyya","sk","ahmadíja"
"denomination","ahmadiyya","sl","ahmadija"
"denomination","ahmadiyya","sv","ahmadiyya"
"denomination","ahmadiyya","ta","அகமதியா"
"denomination","ahmadiyya","tr","ahmedîlik"
"denomination","ahmadiyya","uk","ахмадія"
"denomination","ahmadiyya","ur","احمدیہ"
"denomination","ahmadiyya","zh","阿赫迈底亚"
"denomination","ahmadiyya","zh-cn","阿赫迈底亚"
"denomination","ahmadiyya","zh-hk","阿赫邁底亞"
"denomination","ahmadiyya","zh-tw","阿赫邁底亞"
"denomination","alevi","ar","العلوية الأناضولية"
"denomination","alevi","bg","алевити"
"denomination","alevi","ca","alevisme"
"denomination","alevi","cs","alevismus"
"denomination","alevi","da","alevisme"
"denomination","alevi","de","aleviten"
"denomination","alevi","el","αλεβισμός"
"denomination","alevi","en","alevism"
"denomination","alevi","en-gb","alevi"
"denomination","alevi","es","alevís"
"denomination","alevi","et","aleviidid"
"denomination","alevi","fa","علویان"
"denomination","alevi","fi","aleviitit"
"denomination","alevi","fr","alévisme"
"denomination","alevi","he","אלווים"
"denomination","alevi","hr","aleviti"
"denomination","alevi","hu","aleviták"
"denomination","alevi","id","alevi"
"denomination","alevi","it","alevismo"
"denomination","alevi","ja","アレヴィー派"
"denomination","alevi","ko","알레비파"
"denomination","alevi","lt","alevitai"
"denomination","alevi","ms","alevi"
"denomination","alevi","nb","alevisme"
"denomination","alevi","nl","alevitisme"
"denomination","alevi","pl","alewici"
"denomination","alevi","pt","alevitas"
"denomination","alevi","ro","aleviți"
"denomination","alevi","ru","алевиты"
"denomination","alevi","sk","aleviti"
"denomination","alevi","sl","alevizem"
"denomination","alevi","sv","alevism"
"denomination","alevi","tr","alevilik"
"denomination","alevi","uk","алевіти"
"denomination","alevi","ur","علوی شیعہ"
"denomination","alevi","vi","alevi"
"denomination","alevi","zh","阿列维派"
"denomination","alliance","ar","الزمالة العالمية للتحالف"
"denomination","alliance","ca","unió mundial de l'aliança"
"denomination","alliance","da","alliance world fellowship"
"denomination","alliance","de","alliance world fellowship"
"denomination","alliance","en","alliance world fellowship"
"denomination","alliance","es","unión mundial de la alianza"
"denomination","alliance","fr","union mondiale de l'alliance"
"denomination","alliance","he","הברית הקתולית והמיסיונרית"
"denomination","alliance","id","christian and missionary alliance"
"denomination","alliance","ja","日本アライアンス教団"
"denomination","alliance","nl","alliance world fellowship"
"denomination","alliance","pl","chrześcijański i misyjny sojusz"
"denomination","alliance","pt","união mundial da aliança"
"denomination","alliance","ru","alliance world fellowship"
"denomination","alliance","th","คณะซี. เอ็ม. เอ."
"denomination","alliance","uk","християнський та місіонерський альянс"
"denomination","alliance","vi","hội truyền giáo phúc âm liên hiệp"
"denomination","alliance","zh","基督教宣道會"
"denomination","anglican","af","anglikaanse gemeenskap"
"denomination","anglican","ar","الاتحاد الأنجليكاني"
"denomination","anglican","bg","англиканско съобщество"
"denomination","anglican","ca","comunió anglicana"
"denomination","anglican","cs","anglikánské společenství"
"denomination","anglican","da","den anglikanske kirke"
"denomination","anglican","de","anglikanische gemeinschaft"
"denomination","anglican","el","αγγλικανική κοινωνία"
"denomination","anglican","en","anglican communion"
"denomination","anglican","es","comunión anglicana"
"denomination","anglican","et","anglikaani kirik"
"denomination","anglican","fa","انگلیکان"
"denomination","anglican","fi","anglikaaninen kirkkoyhteisö"
"denomination","anglican","fr","communion anglicane"
"denomination","anglican","he","השיתוף האנגליקני"
"denomination","anglican","hi","ऐंग्लिकन समुदाय"
"denomination","anglican","hr","anglikanska zajednica"
"denomination","anglican","hu","anglikán közösség"
"denomination","anglican","id","komuni anglikan"
"denomination","anglican","it","comunione anglicana"
"denomination","anglican","ja","アングリカン・コミュニオン"
"denomination","anglican","ko","성공회 연합"
"denomination","anglican","lt","anglikonų bažnyčia"
"denomination","anglican","lv","anglikāņu baznīca"
"denomination","anglican","ml","ആംഗ്ലിക്കൻ സഭ"
"denomination","anglican","ms","golongan anglikan"
"denomination","anglican","nb","den anglikanske kirke"
"denomination","anglican","nl","anglicaanse gemeenschap"
"denomination","anglican","pl","wspólnota anglikańska"
"denomination","anglican","pt","comunhão anglicana"
"denomination","anglican","ro","comuniunea anglicană"
"denomination","anglican","ru","англиканское сообщество"
"denomination","anglican","sk","anglikánsky zväz cirkví"
"denomination","anglican","sl","anglikansko občestvo"
"denomination","anglican","sv","anglikanska kyrkogemenskapen"
"denomination","anglican","ta","ஆங்கிலிக்க ஒன்றியம்"
"denomination","anglican","th","แองกลิคันคอมมิวเนียน"
"denomination","anglican","tr","anglikanizm"
"denomination","anglican","uk","англіканське співтовариство"
"denomination","anglican","ur","انگلیکان کمیونین"
"denomination","anglican","vi","anh giáo"
"denomination","anglican","zh","普世聖公宗"
"denomination","anglican","zh-tw","聖公會"
"denomination","apostolic_faith","af","apostoliese geloofsending"
"denomination","apostolic_faith","de","apostolic faith church"
"denomination","apostolic_faith","en","apostolic faith church"
"denomination","apostolic_faith","fr","apostolic faith church"
"denomination","apostolic_faith","nb","apostolic church"
"denomination","apostolic_faith","sv","apostolic faith church"
"denomination","apostolic_faith","zh","使徒信心會"
"denomination","apostolic_faith","zh-hk","使徒信心會"
"denomination","armenian_apostolic","ar","كنيسة الأرمن الأرثوذكس"
"denomination","armenian_apostolic","be","армянская апостальская царква"
"denomination","armenian_apostolic","bg","арменска апостолическа църква"
"denomination","armenian_apostolic","ca","església apostòlica armènia"
"denomination","armenian_apostolic","cs","arménská apoštolská církev"
"denomination","armenian_apostolic","da","den armenske apostolske kirke"
"denomination","armenian_apostolic","de","armenische apostolische kirche"
"denomination","armenian_apostolic","el","αρμενική αποστολική εκκλησία"
"denomination","armenian_apostolic","en","armenian apostolic church"
"denomination","armenian_apostolic","es","iglesia apostólica armenia"
"denomination","armenian_apostolic","et","armeenia apostlik kirik"
"denomination","armenian_apostolic","fa","کلیسای حواری ارمنی"
"denomination","armenian_apostolic","fi","armenian apostolinen kirkko"
"denomination","armenian_apostolic","fr","église apostolique arménienne"
"denomination","armenian_apostolic","he","הכנסייה האפוסטולית הארמנית"
"denomination","armenian_apostolic","hr","armenska apostolska crkva"
"denomination","armenian_apostolic","hu","örmény apostoli ortodox egyház"
"denomination","armenian_apostolic","id","gereja apostolik armenia"
"denomination","armenian_apostolic","it","chiesa apostolica armena"
"denomination","armenian_apostolic","ja","アルメニア教会"
"denomination","armenian_apostolic","ko","아르메니아 사도교회"
"denomination","armenian_apostolic","lt","armėnų apaštališkoji bažnyčia"
"denomination","armenian_apostolic","lv","armēņu apustuliskā baznīca"
"denomination","armenian_apostolic","ml","അർമീനിയൻ ഓർത്തഡോക്സ് സഭ"
"denomination","armenian_apostolic","nb","den armenske apostoliske kirke"
"denomination","armenian_apostolic","nl","armeens-apostolische kerk"
"denomination","armenian_apostolic","pl","apostolski kościół ormiański"
"denomination","armenian_apostolic","pt","igreja apostólica armena"
"denomination","armenian_apostolic","pt-br","igreja apostólica armênia"
"denomination","armenian_apostolic","ro","biserica apostolică armeană"
"denomination","armenian_apostolic","ru","армянская апостольская церковь"
"denomination","armenian_apostolic","sk","arménska apoštolská cirkev"
"denomination","armenian_apostolic","sl","armenska apostolska cerkev"
"denomination","armenian_apostolic","sv","armeniska apostoliska kyrkan"
"denomination","armenian_apostolic","ta","ஆர்மீனிய திருத்தூதர் திருச்சபை"
"denomination","armenian_apostolic","th","คริสตจักรอัครทูตอาร์มีเนีย"
"denomination","armenian_apostolic","tr","ermeni apostolik kilisesi"
"denomination","armenian_apostolic","uk","вірменська апостольська церква"
"denomination","armenian_apostolic","ur","آرمینیا چرچ"
"denomination","armenian_apostolic","vi","giáo hội tông truyền armenia"
"denomination","armenian_apostolic","zh","亚美尼亚使徒教会"
"denomination","armenian_apostolic","zh-tw","亞美尼亞使徒教會"
"denomination","armenian_catholic","ar","الكنيسة الأرمنية الكاثوليكية"
"denomination","armenian_catholic","be","армянская каталіцкая царква"
"denomination","armenian_catholic","bg","арменска католическа църква"
"denomination","armenian_catholic","ca","església catòlica armènia"
"denomination","armenian_catholic","cs","arménská katolická církev"
"denomination","armenian_catholic","da","den armensk-katolske kirke"
"denomination","armenian_catholic","de","armenisch-katholische kirche"
"denomination","armenian_catholic","el","αρμενική καθολική εκκλησία"
"denomination","armenian_catholic","en","armenian catholic church"
"denomination","armenian_catholic","es","iglesia católica armenia"
"denomination","armenian_catholic","fa","کلیسای کاتولیک ارمنی"
"denomination","armenian_catholic","fr","église catholique arménienne"
"denomination","armenian_catholic","he","הכנסייה הקתולית הארמנית"
"denomination","armenian_catholic","hr","armenska katolička crkva"
"denomination","armenian_catholic","hu","örmény katolikus egyház"
"denomination","armenian_catholic","id","gereja katolik armenia"
"denomination","armenian_catholic","it","chiesa armeno-cattolica"
"denomination","armenian_catholic","ja","アルメニア・カトリック教会"
"denomination","armenian_catholic","lt","armėnų katalikų bažnyčia"
"denomination","armenian_catholic","nb","den armensk-katolske kirke"
"denomination","armenian_catholic","nl","armeens-katholieke kerk"
"denomination","armenian_catholic","pl","kościół katolicki obrządku ormiańskiego"
"denomination","armenian_catholic","pt","igreja católica arménia"
"denomination","armenian_catholic","ro","biserica armeano-catolică"
"denomination","armenian_catholic","ru","армянская католическая церковь"
"denomination","armenian_catholic","sk","arménska katolícka cirkev"
"denomination","armenian_catholic","sl","armenska katoliška cerkev"
"denomination","armenian_catholic","sv","armenisk-katolska kyrkan"
"denomination","armenian_catholic","tr","ermeni katolik kilisesi"
"denomination","armenian_catholic","uk","вірменська католицька церква"
"denomination","armenian_catholic","vi","nhà thờ công giáo armenia"
"denomination","armenian_catholic","zh","亞美尼亞禮天主教會"
"denomination","asatru","ar","هيثانية"
"denomination","asatru","ca","etenisme"
"denomination","asatru","cs","germánské novopohanství"
"denomination","asatru","da","hedenskab"
"denomination","asatru","de","germanisches neuheidentum"
"denomination","asatru","de-ch","germanisches neuheidentum"
"denomination","asatru","el","γερμανικός νεοπαγανισμός"
"denomination","asatru","en","heathenry"
"denomination","asatru","en-ca","heathenry"
"denomination","asatru","en-gb","heathenry"
"denomination","asatru","es","neopaganismo germano"
"denomination","asatru","fa","هیتنری"
"denomination","asatru","fi","hetenismi"
"denomination","asatru","fr","néo-paganisme germanique"
"denomination","asatru","he","ניאו-פגאניזם גרמאני"
"denomination","asatru","id","neopaganisme jermanik"
"denomination","asatru","it","etenismo"
"denomination","asatru","ja","ヒーザニズム"
"denomination","asatru","nl","germaans neopaganisme"
"denomination","asatru","pl","rodzimowierstwo germańskie"
"denomination","asatru","pt","tribalismo heathen"
"denomination","asatru","pt-br","neopaganismo germânico"
"denomination","asatru","ro","neopăgânism germanic"
"denomination","asatru","ru","германское неоязычество"
"denomination","asatru","sl","nemško staroverstvo"
"denomination","asatru","sv","asatro"
"denomination","asatru","tr","cermenik neopaganizm"
"denomination","asatru","uk","германське неоязичництво"
"denomination","asatru","ur","ہیتھنری"
"denomination","asatru","zh","日耳曼新異教運動"
"denomination","asatru","zh-cn","日耳曼新异教运动"
"denomination","asatru","zh-hk","日耳曼新異教運動"
"denomination","asatru","zh-tw","日耳曼新異教運動"
"denomination","assemblies_of_god","ca","assemblees de déu"
"denomination","assemblies_of_god","da","assemblies of god"
"denomination","assemblies_of_god","de","versammlungen gottes"
"denomination","assemblies_of_god","el","συνάξεις του θεού"
"denomination","assemblies_of_god","en","assemblies of god"
"denomination","assemblies_of_god","es","asambleas de dios"
"denomination","assemblies_of_god","fa","کلیسای جماعت ربانی"
"denomination","assemblies_of_god","fi","assemblies of god"
"denomination","assemblies_of_god","fr","assemblées de dieu"
"denomination","assemblies_of_god","he","אסיפות האל"
"denomination","assemblies_of_god","hu","isten gyülekezetei"
"denomination","assemblies_of_god","id","gereja sidang-sidang jemaat allah"
"denomination","assemblies_of_god","it","assemblea mondiale delle assemblee di dio"
"denomination","assemblies_of_god","ja","アッセンブリーズ・オブ・ゴッド"
"denomination","assemblies_of_god","ko","하느님의 성회"
"denomination","assemblies_of_god","nb","assemblies of god"
"denomination","assemblies_of_god","nl","assemblies of god"
"denomination","assemblies_of_god","pl","zbory boże"
"denomination","assemblies_of_god","pt","associação mundial da assembleia de deus"
"denomination","assemblies_of_god","ru","ассамблеи бога"
"denomination","assemblies_of_god","sv","assemblies of god"
"denomination","assemblies_of_god","tr","tanrı'nın toplulukları"
"denomination","assemblies_of_god","uk","асамблеї бога"
"denomination","assemblies_of_god","vi","hội chúng của ðức chúa trời"
"denomination","assemblies_of_god","zh","神召会"
"denomination","assemblies_of_god","zh-hk","神召會"
"denomination","assyrian","af","assiriese kerk van die ooste"
"denomination","assyrian","ar","كنيسة المشرق الآشورية"
"denomination","assyrian","be","асірыйская царква усходу"
"denomination","assyrian","bg","асирийска източна църква"
"denomination","assyrian","ca","església assíria oriental"
"denomination","assyrian","cs","asyrská církev východu"
"denomination","assyrian","da","østens assyriske kirke"
"denomination","assyrian","de","assyrische kirche des ostens"
"denomination","assyrian","el","ασσυριακή αποστολική εκκλησία της ανατολής"
"denomination","assyrian","en","assyrian church of the east"
"denomination","assyrian","es","iglesia asiria del oriente"
"denomination","assyrian","fa","کلیسای آشوری مشرق"
"denomination","assyrian","fi","idän apostolinen kirkko"
"denomination","assyrian","fr","église apostolique assyrienne de l'orient"
"denomination","assyrian","he","הכנסייה האשורית"
"denomination","assyrian","hr","asirska crkva istoka"
"denomination","assyrian","hu","asszír keleti egyház"
"denomination","assyrian","id","gereja timur asiria"
"denomination","assyrian","it","chiesa assira d'oriente"
"denomination","assyrian","ja","アッシリア東方教会"
"denomination","assyrian","ko","아시리아 동방교회"
"denomination","assyrian","ml","കിഴക്കിന്റെ അസ്സീറിയൻ സഭ"
"denomination","assyrian","nb","østens kirke"
"denomination","assyrian","nl","assyrische kerk van het oosten"
"denomination","assyrian","pl","asyryjski kościół wschodu"
"denomination","assyrian","pt","igreja assíria do oriente"
"denomination","assyrian","ro","biserica asiriană a răsăritului"
"denomination","assyrian","ru","ассирийская церковь востока"
"denomination","assyrian","sk","asýrska cirkev východu"
"denomination","assyrian","sl","asirska cerkev vzhoda"
"denomination","assyrian","sv","österns apostoliska och katolska assyriska kyrka"
"denomination","assyrian","tr","doğu asur kilisesi"
"denomination","assyrian","uk","ассирійська церква сходу"
"denomination","assyrian","ur","مشرقی آشوری کلیسیا"
"denomination","assyrian","vi","giáo hội phương đông assyria"
"denomination","assyrian","zh","東方亞述教會"
"denomination","assyrian","zh-cn","东方亚述教会"
"denomination","assyrian","zh-hk","東方亞述教會"
"denomination","assyrian","zh-tw","東方亞述教會"
"denomination","baptist","ar","الكنيسة المعمدانية"
"denomination","baptist","be","баптызм"
"denomination","baptist","bg","баптизъм"
"denomination","baptist","ca","església baptista"
"denomination","baptist","cs","baptisté"
"denomination","baptist","da","baptistkirken"
"denomination","baptist","de","baptisten"
"denomination","baptist","de-ch","baptisten"
"denomination","baptist","el","βαπτιστές"
"denomination","baptist","en","baptists"
"denomination","baptist","en-ca","baptists"
"denomination","baptist","en-gb","baptists"
"denomination","baptist","en-us","baptists"
"denomination","baptist","es","iglesias bautistas"
"denomination","baptist","et","baptism"
"denomination","baptist","fa","باپتیست"
"denomination","baptist","fi","baptismi"
"denomination","baptist","fr","baptisme"
"denomination","baptist","he","בפטיזם"
"denomination","baptist","hi","बैप्टिस्ट चर्च"
"denomination","baptist","hr","baptisti"
"denomination","baptist","hu","baptista egyház"
"denomination","baptist","id","gereja baptis"
"denomination","baptist","it","battismo"
"denomination","baptist","ja","バプテスト教会"
"denomination","baptist","ko","침례교"
"denomination","baptist","lt","baptistai"
"denomination","baptist","lv","baptisti"
"denomination","baptist","mr","बॅप्टिस्ट"
"denomination","baptist","nb","baptisme"
"denomination","baptist","nl","baptisme"
"denomination","baptist","pl","baptyzm"
"denomination","baptist","pt","igreja batista"
"denomination","baptist","pt-br","igreja batista"
"denomination","baptist","ro","bisericile baptiste"
"denomination","baptist","ru","баптизм"
"denomination","baptist","sk","baptizmus"
"denomination","baptist","sl","baptisti"
"denomination","baptist","sv","baptism"
"denomination","baptist","th","แบปทิสต์"
"denomination","baptist","tr","baptistler"
"denomination","baptist","uk","баптизм"
"denomination","baptist","ur","اصطباغی کلیسیا"
"denomination","baptist","vi","báp-tít"
"denomination","baptist","zh","浸信会"
"denomination","baptist","zh-cn","浸信会"
"denomination","baptist","zh-hk","浸信會"
"denomination","baptist","zh-tw","浸信會"
"denomination","bektashi","ar","بكتاشية"
"denomination","bektashi","be","бекташы"
"denomination","bektashi","bg","бекташи"
"denomination","bektashi","ca","bektaixisme"
"denomination","bektashi","cs","bektášíja"
"denomination","bektashi","da","bektashi"
"denomination","bektashi","de","bektaschi"
"denomination","bektashi","el","μπεκτασί ντερβίς"
"denomination","bektashi","en","bektashi order"
"denomination","bektashi","es","bektashi"
"denomination","bektashi","fa","بکتاشیه"
"denomination","bektashi","fi","bektashi"
"denomination","bektashi","fr","bektachi"
"denomination","bektashi","he","בקטשיה"
"denomination","bektashi","hr","bektaši"
"denomination","bektashi","hu","bektásik"
"denomination","bektashi","id","bektashi"
"denomination","bektashi","it","bektashi"
"denomination","bektashi","ja","ベクタシュ教団"
"denomination","bektashi","ko","벡타시교"
"denomination","bektashi","lt","bektašizmas"
"denomination","bektashi","nb","bektasji"
"denomination","bektashi","nl","bektasji"
"denomination","bektashi","pl","bektaszijja"
"denomination","bektashi","pt","bektashis"
"denomination","bektashi","ro","ordinul bektași"
"denomination","bektashi","ru","бекташи"
"denomination","bektashi","sk","bektašija"
"denomination","bektashi","sl","bektaši"
"denomination","bektashi","sv","bektashi"
"denomination","bektashi","tr","bektaşilik"
"denomination","bektashi","uk","бекташи"
"denomination","bektashi","ur","بکتاشیہ"
"denomination","bektashi","zh","拜克塔什教團"
"denomination","catholic_apostolic","af","katoliek apostoliese kerk"
"denomination","catholic_apostolic","da","katolsk-apostoliske menighed"
"denomination","catholic_apostolic","de","katholisch-apostolische gemeinden"
"denomination","catholic_apostolic","el","καθολική αποστολική εκκλησία"
"denomination","catholic_apostolic","en","catholic apostolic church"
"denomination","catholic_apostolic","fi","katolis-apostolinen kirkko"
"denomination","catholic_apostolic","fr","église catholique apostolique"
"denomination","catholic_apostolic","hu","katolikus apostoli egyház"
"denomination","catholic_apostolic","it","chiesa cattolica-apostolica"
"denomination","catholic_apostolic","ja","カトリック使徒教会"
"denomination","catholic_apostolic","nb","irvingianere"
"denomination","catholic_apostolic","nl","katholiek apostolische kerk"
"denomination","catholic_apostolic","pl","irwingianizm"
"denomination","catholic_apostolic","ru","ирвингиане"
"denomination","catholic_apostolic","sv","katolsk-apostoliska kyrkan"
"denomination","catholic_apostolic","uk","католицька апостольська церква"
"denomination","catholic_apostolic","zh","大公使徒教會"
"denomination","catholic_mariavite","de","katholische kirche der mariaviten"
"denomination","catholic_mariavite","el","καθολική εκκλησία των μαριαβιτών"
"denomination","catholic_mariavite","en","catholic mariavite church"
"denomination","catholic_mariavite","pl","kościół katolicki mariawitów w rp"
"denomination","catholic_mariavite","zh","瑪麗亞維特天主教會"
"denomination","celtic","ar","وثنية كلتية"
"denomination","celtic","ca","politeisme celta"
"denomination","celtic","cs","keltské náboženství"
"denomination","celtic","da","keltisk religion"
"denomination","celtic","de","keltische religion"
"denomination","celtic","el","κέλτικος παγανισμός"
"denomination","celtic","en","celtic polytheism"
"denomination","celtic","en-gb","celtic polytheism"
"denomination","celtic","es","politeismo celta"
"denomination","celtic","fi","kelttiläinen uskonto"
"denomination","celtic","fr","religion des celtes"
"denomination","celtic","hu","kelta vallás"
"denomination","celtic","id","politeisme kelt"
"denomination","celtic","it","religione celtica"
"denomination","celtic","ja","ケルト多神教"
"denomination","celtic","ko","켈트 다신교"
"denomination","celtic","pl","celtycki politeizm"
"denomination","celtic","pt","politeísmo celta"
"denomination","celtic","ru","кельтское язычество"
"denomination","celtic","sl","keltski politeizem"
"denomination","celtic","sv","keltisk religion"
"denomination","celtic","uk","кельтське язичництво"
"denomination","celtic","zh","凱爾特人多神教"
"denomination","celtic","zh-cn","凯尔特神"
"denomination","chaldean_catholic","ar","الكنيسة الكلدانية الكاثوليكية"
"denomination","chaldean_catholic","ca","església catòlica caldea"
"denomination","chaldean_catholic","cs","chaldejská katolická církev"
"denomination","chaldean_catholic","de","chaldäisch-katholische kirche"
"denomination","chaldean_catholic","en","chaldean catholic church"
"denomination","chaldean_catholic","es","iglesia católica caldea"
"denomination","chaldean_catholic","fa","کلیسای کاتولیک کلدانی"
"denomination","chaldean_catholic","fi","kaldealaiskatolinen kirkko"
"denomination","chaldean_catholic","fr","église catholique chaldéenne"
"denomination","chaldean_catholic","he","הכנסייה הכלדאית קתולית"
"denomination","chaldean_catholic","hr","kaldejska katolička crkva"
"denomination","chaldean_catholic","hu","káld katolikus egyház"
"denomination","chaldean_catholic","id","gereja katolik khaldea"
"denomination","chaldean_catholic","it","chiesa cattolica caldea"
"denomination","chaldean_catholic","ja","カルデア典礼カトリック教会"
"denomination","chaldean_catholic","ko","칼데아 가톨릭교회"
"denomination","chaldean_catholic","ml","കൽദായ കത്തോലിക്കാ സഭ"
"denomination","chaldean_catholic","nb","den kaldeisk-katolske kirke"
"denomination","chaldean_catholic","nl","chaldeeuws-katholieke kerk"
"denomination","chaldean_catholic","pl","kościół chaldejski"
"denomination","chaldean_catholic","pt","igreja católica caldeia"
"denomination","chaldean_catholic","ro","biserica caldeeană catolică"
"denomination","chaldean_catholic","ru","халдейская католическая церковь"
"denomination","chaldean_catholic","sk","chaldejská katolícka cirkev"
"denomination","chaldean_catholic","sl","kaldejska katoliška cerkev"
"denomination","chaldean_catholic","sv","kaldeisk-katolska kyrkan"
"denomination","chaldean_catholic","tr","keldani katolik kilisesi"
"denomination","chaldean_catholic","uk","халдейська католицька церква"
"denomination","chaldean_catholic","zh","加色丁禮天主教會"
"denomination","charismatic","af","charismatiese beweging"
"denomination","charismatic","ar","كاريزماتية"
"denomination","charismatic","be","харызматычны рух"
"denomination","charismatic","ca","moviment carismàtic"
"denomination","charismatic","cs","charismatické hnutí"
"denomination","charismatic","de","charismatische bewegung"
"denomination","charismatic","el","χαρισματικό κίνημα"
"denomination","charismatic","en","charismatic movement"
"denomination","charismatic","es","movimiento carismático"
"denomination","charismatic","fa","جنبش کاریزماتیک"
"denomination","charismatic","fi","karismaattinen liike"
"denomination","charismatic","fr","mouvement charismatique"
"denomination","charismatic","hr","karizmatski pokret"
"denomination","charismatic","hu","karizmatikus mozgalom"
"denomination","charismatic","id","gerakan karismatik"
"denomination","charismatic","it","movimento carismatico"
"denomination","charismatic","ja","カリスマ運動"
"denomination","charismatic","ko","은사주의"
"denomination","charismatic","lt","charizmatai"
"denomination","charismatic","ml","കരിസ്മാറ്റിക്ക് പ്രസ്ഥാനം"
"denomination","charismatic","nb","karismatisk kristendom"
"denomination","charismatic","nl","charismatische beweging"
"denomination","charismatic","pl","charyzmaty"
"denomination","charismatic","pt","movimento carismático"
"denomination","charismatic","ro","mișcarea carismatică"
"denomination","charismatic","ru","харизматическое движение"
"denomination","charismatic","sk","charizmatické hnutie"
"denomination","charismatic","sl","karizmatično gibanje"
"denomination","charismatic","sv","karismatisk kristendom"
"denomination","charismatic","tr","karizmatik hareket"
"denomination","charismatic","uk","харизматичний рух"
"denomination","charismatic","zh","靈恩派"
"denomination","charismatic","zh-cn","灵恩派"
"denomination","charismatic","zh-hk","靈恩派"
"denomination","charismatic","zh-tw","靈恩派"
"denomination","christ_scientist","de","church of christ, scientist"
"denomination","christ_scientist","en","church of christ, scientist"
"denomination","christ_scientist","es","iglesia de cristo, científico"
"denomination","christ_scientist","ja","科学者キリスト教会"
"denomination","christ_scientist","pt","igreja de cristo, cientista"
"denomination","christ_scientist","ru","список церквей христа-учёного"
"denomination","christian_community","cs","obec křesťanů"
"denomination","christian_community","da","kristensamfundet"
"denomination","christian_community","de","die christengemeinschaft"
"denomination","christian_community","en","the christian community"
"denomination","christian_community","en-gb","the christian community"
"denomination","christian_community","es","la comunidad de cristianos"
"denomination","christian_community","et","kristlaste osadus"
"denomination","christian_community","fi","kristiyhteisö"
"denomination","christian_community","fr","la communauté des chrétiens"
"denomination","christian_community","hu","keresztény közösség"
"denomination","christian_community","it","comunità dei cristiani"
"denomination","christian_community","ja","キリスト者共同体"
"denomination","christian_community","nb","kristensamfunnet"
"denomination","christian_community","nl","de christengemeenschap"
"denomination","christian_community","pl","wspólnota chrześcijan"
"denomination","christian_community","ro","comunitatea creștinilor"
"denomination","christian_community","sv","kristensamfundet"
"denomination","christian_community","zh","基督教社区"
"denomination","church_of_god_in_christ","ca","església de déu en crist"
"denomination","church_of_god_in_christ","de","church of god in christ"
"denomination","church_of_god_in_christ","en","church of god in christ"
"denomination","church_of_god_in_christ","es","iglesia de dios en cristo"
"denomination","church_of_god_in_christ","fi","church of god in christ"
"denomination","church_of_god_in_christ","fr","church of god in christ"
"denomination","church_of_god_in_christ","ja","キリストにおける神の教会"
"denomination","church_of_god_in_christ","nl","church of god in christ"
"denomination","church_of_god_in_christ","pl","kościół boży w chrystusie"
"denomination","church_of_god_in_christ","pt","igreja de deus em cristo"
"denomination","church_of_god_in_christ","ru","церковь бога во христе"
